31.00	28.00	30.00	32.00	47.00	25.00	48.00	27.00	42.00	30.00	47.00	22.00	26.00	44.00	41.00	34.00	28.00	46.00	37.00	40.00	37.00	10.00	14.00	8.00	4.00	5.00	15.00	4.00	0.00	6.00	13.00	11.00	13.00	10.00	15.00	10.00	12.00	16.00	18.00	
37.00	34.00	36.00	38.00	45.00	31.00	46.00	33.00	40.00	36.00	45.00	28.00	32.00	42.00	39.00	32.00	26.00	44.00	35.00	38.00	35.00	10.00	12.00	14.00	8.00	11.00	13.00	10.00	6.00	0.00	7.00	5.00	7.00	12.00	9.00	10.00	14.00	18.00	20.00	
44.00	41.00	43.00	45.00	42.00	38.00	43.00	40.00	37.00	43.00	42.00	35.00	39.00	39.00	36.00	29.00	23.00	41.00	32.00	35.00	32.00	17.00	9.00	21.00	15.00	18.00	10.00	17.00	13.00	7.00	0.00	8.00	0.00	15.00	8.00	13.00	17.00	21.00	23.00	
42.00	39.00	41.00	43.00	50.00	36.00	51.00	38.00	45.00	41.00	50.00	33.00	37.00	47.00	44.00	37.00	31.00	49.00	40.00	43.00	40.00	15.00	17.00	19.00	13.00	16.00	18.00	15.00	11.00	5.00	8.00	0.00	8.00	7.00	4.00	5.00	9.00	13.00	15.00	
44.00	41.00	43.00	45.00	42.00	38.00	43.00	40.00	37.00	43.00	42.00	35.00	39.00	39.00	36.00	29.00	23.00	41.00	32.00	35.00	32.00	17.00	9.00	21.00	15.00	18.00	10.00	17.00	13.00	7.00	0.00	8.00	0.00	15.00	8.00	13.00	17.00	21.00	23.00	
35.00	32.00	34.00	36.00	57.00	29.00	58.00	31.00	52.00	34.00	57.00	26.00	30.00	54.00	51.00	44.00	38.00	56.00	47.00	50.00	47.00	20.00	24.00	12.00	14.00	11.00	25.00	8.00	10.00	12.00	15.00	7.00	15.00	0.00	11.00	6.00	4.00	6.00	8.00	
46.00	43.00	45.00	47.00	50.00	40.00	51.00	42.00	45.00	45.00	50.00	37.00	41.00	47.00	44.00	37.00	31.00	49.00	40.00	43.00	40.00	19.00	17.00	23.00	17.00	20.00	18.00	19.00	15.00	9.00	8.00	4.00	8.00	11.00	0.00	5.00	9.00	13.00	15.00	
41.00	38.00	40.00	42.00	55.00	35.00	56.00	37.00	50.00	40.00	55.00	32.00	36.00	52.00	49.00	42.00	36.00	54.00	45.00	48.00	45.00	18.00	22.00	18.00	12.00	15.00	23.00	14.00	10.00	10.00	13.00	5.00	13.00	6.00	5.00	0.00	4.00	8.00	10.00	
39.00	36.00	38.00	40.00	59.00	33.00	60.00	35.00	54.00	38.00	59.00	30.00	34.00	56.00	53.00	46.00	40.00	58.00	49.00	52.00	49.00	22.00	26.00	16.00	16.00	13.00	27.00	12.00	12.00	14.00	17.00	9.00	17.00	4.00	9.00	4.00	0.00	4.00	6.00	
37.00	36.00	36.00	38.00	63.00	35.00	64.00	33.00	58.00	36.00	63.00	32.00	32.00	60.00	57.00	50.00	44.00	62.00	53.00	56.00	53.00	26.00	30.00	16.00	20.00	17.00	31.00	14.00	16.00	18.00	21.00	13.00	21.00	6.00	13.00	8.00	4.00	0.00	2.00	
37.00	38.00	34.00	36.00	65.00	37.00	66.00	33.00	60.00	34.00	65.00	34.00	30.00	62.00	59.00	52.00	46.00	64.00	55.00	58.00	55.00	28.00	32.00	18.00	22.00	19.00	33.00	16.00	18.00	20.00	23.00	15.00	23.00	8.00	15.00	10.00	6.00	2.00	0.00	
